,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
829,Lee Mayberry,/players/m/maybele01.html,1993,1999,G,6,185,78,1970-06-12,0,0,0,0,496,5.1,1.3,3.6,41.5,37.7,65.9,49.8,10.1,7.9,82.66666666666667,1
830,O.J. Mayo,/players/m/mayooj01.html,2009,2016,G,7,196,95,1987-11-05,0,0,0,0,547,13.8,3.1,2.9,42.9,37.3,82.0,49.4,13.4,21.8,78.14285714285714,1
831,Bob McAdoo,/players/m/mcadobo01.html,1973,1986,CF,13,206,95,1951-09-25,5,2,0,Hall of Fame,852,22.1,9.4,2.3,50.3,8.1,75.4,50.3,20.7,89.1,65.53846153846153,1
832,Bob McCann,/players/m/mccanbo01.html,1990,1998,F,8,198,110,1964-04-22,0,0,0,0,178,4.2,2.6,0.6,47.9,20.0,57.7,48.0,10.2,2.0,22.25,0
834,Walter McCarty,/players/m/mccarwa01.html,1997,2006,F,9,208,104,1974-02-01,0,0,0,0,593,5.2,2.6,1.1,39.2,34.6,69.8,47.4,10.1,13.7,65.88888888888889,1
835,Amal McCaskill,/players/m/mccasam01.html,1997,2004,FC,7,211,106,1973-10-28,0,0,0,0,114,1.8,1.9,0.3,37.7,0.0,60.9,37.7,7.7,0.5,16.285714285714285,0
836,Ted McClain,/players/m/mcclate01.html,1972,1979,G,7,185,81,1946-08-30,1,0,0,0,555,8.4,2.9,3.4,44.9,21.8,76.7,45.3,12.5,21.2,79.28571428571429,1
837,George McCloud,/players/m/mccloge01.html,1990,2002,GF,12,198,92,1967-05-27,0,0,0,0,766,9.0,3.1,2.3,40.2,35.8,81.0,47.7,12.7,24.6,63.833333333333336,1
838,Tim McCormick,/players/m/mccorti01.html,1985,1992,C,7,211,108,1962-03-10,0,0,0,0,483,8.3,4.9,1.0,53.5,6.3,70.3,53.5,12.8,21.5,69.0,1
839,Jelani McCoy,/players/m/mccoyje01.html,1999,2008,C,9,208,111,1977-12-06,0,0,0,0,260,4.6,3.5,0.5,53.9,-,49.0,53.9,12.6,5.1,28.88888888888889,0
840,Rodney McCray,/players/m/mccraro01.html,1984,1993,FG,9,201,99,1961-08-29,0,0,2,0,768,11.7,6.6,3.6,50.3,26.0,76.1,50.7,14.4,56.0,85.33333333333333,1
841,Xavier McDaniel,/players/m/mcdanxa01.html,1986,1998,F,12,201,92,1963-06-04,1,0,0,0,870,15.6,6.1,2.0,48.5,26.1,71.8,48.9,16.1,47.8,72.5,1
842,Jim McDaniels,/players/m/mcdanji01.html,1972,1978,CF,6,211,103,1948-04-02,1,0,0,0,271,10.0,6.5,1.1,46.6,-,72.0,46.6,16.8,9.1,45.166666666666664,0
843,Hank McDowell,/players/m/mcdowha01.html,1982,1987,FC,5,206,97,1959-11-13,0,0,0,0,206,2.9,2.3,0.5,45.1,0.0,71.0,45.1,10.0,2.0,41.2,0
844,Antonio McDyess,/players/m/mcdyean01.html,1996,2011,FC,15,206,99,1974-09-07,1,0,0,0,1015,12.0,7.5,1.3,49.7,11.7,67.0,49.7,17.2,69.8,67.66666666666667,1
845,Jim McElroy,/players/m/mcelrji01.html,1976,1982,G,6,190,86,1953-10-04,0,0,0,0,418,9.9,2.0,3.5,46.8,20.6,76.4,46.9,12.9,14.0,69.66666666666667,1
846,Mike McGee,/players/m/mcgeemi01.html,1982,1990,GF,8,196,86,1959-07-29,0,0,0,0,520,9.6,2.1,1.2,48.7,35.4,59.7,52.3,14.0,15.1,65.0,1
847,Bill McGill,/players/m/mcgilbi01.html,1963,1970,CF,7,206,102,1939-09-16,0,0,0,0,295,10.5,4.4,1.1,51.4,-,70.1,51.4,19.0,16.9,42.142857142857146,0
848,George McGinnis,/players/m/mcginge01.html,1972,1982,FC,10,203,106,1950-08-12,6,2,0,Hall of Fame,842,20.2,11.0,3.7,45.8,27.3,66.4,46.1,20.0,74.6,84.2,1
850,Tracy McGrady,/players/m/mcgratr01.html,1998,2012,FG,14,203,95,1979-05-24,7,7,0,Hall of Fame,938,19.6,5.6,4.4,43.5,33.8,74.6,47.0,22.1,97.3,67.0,1
852,Dominic McGuire,/players/m/mcguido01.html,2008,2013,F,5,206,99,1985-10-20,0,0,0,0,342,2.7,3.4,1.2,41.9,18.8,65.8,42.0,9.8,4.1,68.4,1
853,Kevin McHale,/players/m/mchalke01.html,1981,1993,FC,12,208,95,1957-12-19,7,0,6,Hall of Fame,971,17.9,7.3,1.7,55.4,26.1,79.8,55.5,20.0,113.0,80.91666666666667,1
854,Jim McIlvaine,/players/m/mcilvji01.html,1995,2001,C,6,216,108,1972-07-30,0,0,0,0,401,2.7,3.1,0.3,44.6,10.0,55.1,44.7,10.0,9.4,66.83333333333333,1
855,Jeff McInnis,/players/m/mcinnje01.html,1997,2008,G,11,193,86,1974-10-22,0,0,0,0,576,9.4,2.0,4.4,43.1,32.8,79.6,46.1,12.6,23.1,52.36363636363637,0
856,Kevin McKenna,/players/m/mckenke01.html,1982,1988,GF,6,196,88,1959-01-08,0,0,0,0,243,5.4,1.3,1.4,41.4,36.7,81.9,45.6,10.5,4.0,40.5,0
858,Derrick McKey,/players/m/mckeyde01.html,1988,2002,FC,14,206,92,1966-10-10,0,0,2,0,937,11.0,4.7,2.4,48.6,31.6,77.9,49.8,13.9,61.8,66.92857142857143,1
859,Aaron McKie,/players/m/mckieaa01.html,1995,2007,G,12,196,94,1972-10-02,0,0,0,0,793,7.4,3.3,2.7,43.8,35.0,77.9,47.5,12.8,40.0,66.08333333333333,1
860,Billy McKinney,/players/m/mckinbi01.html,1979,1986,G,7,183,72,1955-06-05,0,0,0,0,476,8.0,1.4,3.5,49.3,6.3,82.0,49.3,13.7,15.6,68.0,1
864,Nate McMillan,/players/m/mcmilna01.html,1987,1998,GF,11,196,88,1964-08-03,0,0,2,0,796,5.9,4.0,6.1,44.3,34.3,65.0,47.9,14.5,50.2,72.36363636363636,1
865,Tom McMillen,/players/m/mcmilto01.html,1976,1986,FC,10,211,97,1952-05-26,0,0,0,0,729,8.1,4.0,1.1,48.3,12.0,80.6,48.3,12.2,27.2,72.9,1
867,Mark McNamara,/players/m/mcnamma01.html,1983,1991,CF,8,211,106,1959-06-08,0,0,0,0,278,3.5,3.0,0.3,51.2,-,54.8,51.2,10.8,2.8,34.75,0
869,Stanislav Medvedenko,/players/m/medvest01.html,2001,2007,F,6,208,113,1979-04-04,0,0,0,0,263,5.3,2.8,0.5,45.0,15.4,74.0,45.1,13.3,6.0,43.833333333333336,0
871,Bill Melchionni,/players/m/melchbi01.html,1967,1976,G,9,185,74,1944-10-19,3,0,0,0,646,10.6,2.0,5.0,45.9,23.6,80.9,46.2,13.8,28.8,71.77777777777777,1
873,John Mengelt,/players/m/mengejo01.html,1972,1981,G,9,188,88,1949-10-16,0,0,0,0,636,9.8,1.9,2.1,47.9,0.0,80.9,47.9,14.6,27.9,70.66666666666667,1
874,Ron Mercer,/players/m/mercero01.html,1998,2005,GF,7,201,95,1976-05-18,0,0,0,0,432,13.6,3.1,2.1,42.9,25.0,80.8,43.4,12.5,9.4,61.714285714285715,1
875,Joe Meriweather,/players/m/meriwjo01.html,1976,1985,CF,9,208,97,1953-10-26,0,0,0,0,670,8.1,5.6,0.9,51.1,33.3,68.7,51.1,12.7,27.6,74.44444444444444,1
878,Chris Mihm,/players/m/mihmch01.html,2001,2009,C,8,213,120,1979-07-16,0,0,0,0,436,7.5,5.3,0.5,45.9,23.1,70.4,45.9,13.4,13.3,54.5,0
882,Darius Miles,/players/m/milesda01.html,2001,2009,F,8,206,95,1981-10-09,0,0,0,0,446,10.1,4.9,1.9,47.2,16.8,59.0,47.4,13.9,9.5,55.75,0
884,Darko Miličić,/players/m/milicda01.html,2004,2013,FC,9,213,113,1985-06-20,0,0,0,0,468,6.0,4.2,0.9,46.0,0.0,57.4,46.0,12.3,7.1,52.0,0
885,Andre Miller,/players/m/millean02.html,2000,2016,G,16,190,90,1976-03-19,0,0,0,0,1304,12.5,3.7,6.5,46.1,21.7,80.7,46.8,17.4,100.8,81.5,1
886,Anthony Miller,/players/m/millean01.html,1995,2005,F,10,206,102,1971-10-22,0,0,0,0,181,2.8,2.7,0.4,51.0,25.0,57.6,51.3,13.6,3.8,18.1,0
887,Brad Miller,/players/m/millebr01.html,1999,2012,C,13,211,110,1976-04-12,2,0,0,0,868,11.2,7.1,2.8,48.0,33.0,80.4,49.4,17.5,76.5,66.76923076923077,1
888,Larry Miller,/players/m/millela01.html,1969,1975,GF,6,193,86,1946-04-04,0,0,0,0,486,13.6,5.0,2.4,43.2,24.8,72.4,43.9,13.5,19.5,81.0,1
889,Oliver Miller,/players/m/milleol01.html,1993,2004,C,11,206,127,1970-04-06,0,0,0,0,493,7.4,5.9,2.2,53.4,11.6,63.9,53.5,15.2,21.1,44.81818181818182,0
890,Reggie Miller,/players/m/millere01.html,1988,2005,GF,17,201,83,1965-08-24,5,3,0,Hall of Fame,1389,18.2,3.0,3.0,47.1,39.5,88.8,54.4,18.4,174.4,81.70588235294117,1
891,Chris Mills,/players/m/millsch01.html,1994,2003,F,9,198,97,1970-01-25,0,0,0,0,568,11.2,4.9,1.9,43.2,35.1,81.7,47.1,13.3,37.7,63.111111111111114,1
892,Terry Mills,/players/m/millste01.html,1991,2001,F,10,208,104,1967-12-21,0,0,0,0,678,10.6,5.4,1.3,45.7,38.4,78.1,50.0,14.7,33.3,67.8,1
893,Yao Ming,/players/m/mingya01.html,2003,2011,C,8,229,140,1980-09-12,8,5,0,Hall of Fame,486,19.0,9.2,1.6,52.4,20.0,83.3,52.5,23.0,65.9,60.75,0
894,Mike Mitchell,/players/m/mitchmi01.html,1979,1988,F,9,201,97,1956-01-01,1,0,0,0,759,19.8,5.6,1.3,49.3,21.6,77.9,49.4,16.7,50.2,84.33333333333333,1
895,Sam Mitchell,/players/m/mitchsa01.html,1990,2002,F,12,198,95,1963-09-02,0,0,0,0,994,8.7,3.7,1.1,44.7,22.3,78.4,45.1,12.6,41.7,82.83333333333333,1
896,Steve Mix,/players/m/mixst01.html,1970,1983,F,13,201,97,1947-12-30,1,0,0,0,788,10.6,5.3,1.8,49.9,28.6,80.3,49.9,16.2,57.6,60.61538461538461,0
897,Cuttino Mobley,/players/m/moblecu01.html,1999,2009,G,10,193,86,1975-09-01,0,0,0,0,747,16.0,3.9,2.7,43.3,37.8,83.5,48.7,14.4,52.2,74.7,1
898,Nazr Mohammed,/players/m/mohamna01.html,1999,2016,C,17,208,100,1977-09-05,0,0,0,0,1005,5.8,4.7,0.4,48.6,0.0,64.0,48.6,15.0,34.3,59.11764705882353,0
899,Paul Mokeski,/players/m/mokespa01.html,1980,1991,CF,11,213,113,1957-01-03,0,0,0,0,694,4.0,3.4,0.7,45.1,21.6,69.4,45.3,8.9,13.5,63.09090909090909,1
900,Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,G,11,190,81,1957-09-21,5,5,5,Hall of Fame,767,15.6,4.7,3.6,50.2,28.4,83.1,50.9,18.7,90.3,69.72727272727273,1
901,Eric Money,/players/m/moneyer01.html,1975,1980,G,5,183,77,1955-02-06,0,0,0,0,426,12.2,2.1,3.8,49.4,-,74.8,49.4,14.5,14.8,85.2,1
902,Earl Monroe,/players/m/monroea01.html,1968,1980,G,12,190,83,1944-11-21,4,0,0,Hall of Fame,926,18.8,3.0,3.9,46.4,-,80.7,46.4,17.2,77.4,77.16666666666667,1
903,Eric Montross,/players/m/montrer01.html,1995,2002,C,7,213,122,1971-09-23,0,0,0,0,465,4.5,4.6,0.4,49.0,0.0,47.8,49.0,9.1,8.5,66.42857142857143,1
904,Gene Moore,/players/m/moorege01.html,1969,1975,CF,6,206,102,1945-07-29,1,0,0,0,465,12.0,9.4,1.4,46.7,30.3,67.9,46.8,15.8,24.8,77.5,1
905,Johnny Moore,/players/m/moorejo01.html,1981,1990,G,9,185,79,1958-03-03,0,0,0,0,520,9.4,3.0,7.4,46.0,25.1,71.2,47.1,16.7,30.1,57.77777777777778,0
906,Mikki Moore,/players/m/mooremi01.html,1999,2012,CF,13,211,102,1975-11-04,0,0,0,0,564,5.8,3.9,0.7,55.1,15.4,74.3,55.1,12.5,22.5,43.38461538461539,0
908,Tracy Moore,/players/m/mooretr01.html,1992,1997,GF,5,193,90,1965-12-28,0,0,0,0,119,7.0,1.5,1.0,40.4,34.4,83.8,45.6,12.7,1.8,23.8,0
909,Jackie Moreland,/players/m/morelja01.html,1961,1970,FG,9,201,97,1938-03-11,0,0,0,0,582,9.8,5.9,1.6,42.0,30.0,72.1,42.0,13.0,19.1,64.66666666666667,1
910,Chris Morris,/players/m/morrich01.html,1989,1999,F,10,203,95,1966-01-20,0,0,0,0,747,11.0,4.7,1.6,44.1,30.6,73.9,47.5,15.1,37.4,74.7,1
911,Alonzo Mourning,/players/m/mournal01.html,1993,2008,C,15,208,108,1970-02-08,7,2,2,Hall of Fame,838,17.1,8.5,1.1,52.7,24.7,69.2,52.9,21.2,89.7,55.86666666666667,0
912,Erwin Mueller,/players/m/mueller01.html,1967,1974,CF,7,203,104,1944-03-12,0,0,0,0,445,7.4,4.7,2.0,42.6,-,62.3,42.6,11.1,9.1,63.57142857142857,1
913,Chris Mullin,/players/m/mullich01.html,1986,2001,FG,15,198,90,1963-07-30,5,4,0,Hall of Fame,986,18.2,4.1,3.5,50.9,38.4,86.5,54.0,18.8,93.1,65.73333333333333,1
915,Eric Murdock,/players/m/murdoer01.html,1992,2000,G,8,185,86,1968-06-14,0,0,0,0,508,10.1,2.5,4.9,43.8,34.3,78.6,47.3,17.4,25.6,63.5,1
916,Gheorghe Mureșan,/players/m/muresgh01.html,1994,2000,C,6,231,137,1971-02-14,0,0,0,0,307,9.8,6.4,0.5,57.3,0.0,64.4,57.3,18.1,19.0,51.166666666666664,0
917,Calvin Murphy,/players/m/murphca01.html,1971,1983,G,12,175,74,1948-05-09,1,0,0,Hall of Fame,1002,17.9,2.1,4.4,48.2,13.9,89.2,48.3,18.0,84.1,83.5,1
918,Tod Murphy,/players/m/murphto01.html,1988,1994,CF,6,206,99,1963-12-24,0,0,0,0,191,5.5,4.9,1.0,45.4,29.0,67.9,46.4,11.9,8.0,31.833333333333332,0
919,Troy Murphy,/players/m/murphtr01.html,2002,2013,FC,11,211,111,1980-05-02,0,0,0,0,729,10.8,7.8,1.5,44.5,38.8,78.5,49.3,15.4,50.3,66.27272727272727,1
920,Lamond Murray,/players/m/murrala01.html,1995,2006,F,11,201,107,1973-04-20,0,0,0,0,736,11.3,4.1,1.3,43.0,36.0,75.9,46.6,14.1,19.8,66.9090909090909,1
921,Ronald Murray,/players/m/murraro01.html,2003,2010,G,7,193,86,1979-07-29,0,0,0,0,487,9.9,2.1,2.3,41.4,30.4,72.5,45.2,12.7,8.5,69.57142857142857,1
922,Tracy Murray,/players/m/murratr01.html,1993,2004,F,11,201,102,1971-07-25,0,0,0,0,659,9.0,2.5,0.8,43.0,38.8,82.9,50.4,14.6,24.1,59.90909090909091,0
924,Dikembe Mutombo,/players/m/mutomdi01.html,1992,2009,C,17,218,111,1966-06-25,8,3,6,Hall of Fame,1196,9.8,10.3,1.0,51.8,0.0,68.4,51.8,17.2,117.0,70.3529411764706,1
925,Pete Myers,/players/m/myerspe01.html,1987,1998,GF,11,198,81,1963-09-15,0,0,0,0,377,4.8,1.8,2.1,42.1,21.9,66.8,43.1,9.9,5.8,34.27272727272727,0
926,Boštjan Nachbar,/players/n/nachbbo01.html,2003,2008,F,5,206,100,1980-07-03,0,0,0,0,317,7.1,2.6,0.9,40.6,37.5,78.4,49.4,11.5,8.7,63.4,1
927,Lee Nailon,/players/n/nailole01.html,2001,2006,F,5,206,107,1975-02-22,0,0,0,0,306,8.6,3.1,1.0,47.4,11.1,78.6,47.4,14.0,8.0,61.2,1
928,Eduardo Nájera,/players/n/najered01.html,2001,2012,F,11,203,108,1976-07-11,0,0,0,0,619,4.9,3.7,0.8,48.1,31.1,67.1,50.3,12.0,24.7,56.27272727272727,0
929,Larry Nance,/players/n/nancela01.html,1982,1994,FC,12,208,92,1959-02-12,3,0,3,0,920,17.1,8.0,2.6,54.6,14.5,75.5,54.6,19.9,109.6,76.66666666666667,1
930,Bob Nash,/players/n/nashbo01.html,1973,1979,F,6,203,88,1950-08-24,0,0,0,0,236,4.7,2.3,0.7,42.9,0.0,72.9,42.9,11.1,2.4,39.333333333333336,0
931,Steve Nash,/players/n/nashst01.html,1997,2014,G,17,190,88,1974-02-07,8,7,0,Hall of Fame,1217,14.3,3.0,8.5,49.0,42.8,90.4,55.6,20.0,129.7,71.58823529411765,1
932,Swen Nater,/players/n/natersw01.html,1974,1984,C,10,211,108,1950-01-14,2,0,0,0,722,12.4,11.6,1.7,53.5,10.0,74.8,53.5,17.6,58.5,72.2,1
933,Calvin Natt,/players/n/nattca01.html,1980,1990,F,10,198,99,1957-01-08,1,0,0,0,599,17.2,6.8,2.2,52.8,21.9,76.8,52.9,17.9,57.2,59.9,0
936,Ed Nealy,/players/n/nealyed01.html,1983,1993,F,10,201,107,1960-02-19,0,0,0,0,540,2.7,3.3,0.7,49.8,29.2,68.4,51.5,10.5,15.2,54.0,0
938,Rasho Nesterović,/players/n/nestera01.html,1999,2010,C,11,213,112,1976-05-30,0,0,0,0,811,6.8,5.1,1.0,50.2,7.7,58.5,50.2,13.3,39.9,73.72727272727273,1
939,Bob Netolicky,/players/n/netolbo01.html,1968,1976,FC,8,206,99,1942-08-02,4,0,0,0,618,16.0,8.9,1.4,49.2,19.4,66.1,49.3,17.4,48.0,77.25,1
940,Johnny Neumann,/players/n/neumajo01.html,1972,1978,GF,6,198,90,1951-09-11,0,0,0,0,455,13.2,2.7,3.0,43.3,26.9,76.4,44.6,14.0,9.3,75.83333333333333,1
942,Chuck Nevitt,/players/n/nevitch01.html,1983,1994,C,11,226,98,1959-06-13,0,0,0,0,155,1.6,1.5,0.1,43.8,-,58.9,43.8,9.1,0.5,14.090909090909092,0
943,Ira Newble,/players/n/newblir01.html,2001,2008,F,7,201,99,1975-01-20,0,0,0,0,380,5.1,2.9,0.9,44.6,34.1,77.8,47.0,9.6,9.3,54.285714285714285,0
944,Mike Newlin,/players/n/newlimi01.html,1972,1982,GF,10,193,90,1949-01-02,0,0,0,0,837,14.9,3.0,4.0,46.6,30.2,87.0,46.9,15.5,50.4,83.7,1
945,Johnny Newman,/players/n/newmajo01.html,1987,2002,FG,15,201,86,1963-11-28,0,0,0,0,1159,11.0,2.2,1.5,46.1,33.6,81.0,49.2,12.9,50.3,77.26666666666667,1
947,Kurt Nimphius,/players/n/nimphku01.html,1982,1990,CF,8,208,98,1958-03-13,0,0,0,0,564,6.4,4.4,1.2,48.7,10.0,66.8,48.7,11.8,17.5,70.5,1
948,Norm Nixon,/players/n/nixonno01.html,1978,1989,G,11,188,77,1955-10-11,2,0,0,0,768,15.7,2.6,8.3,48.3,29.4,77.2,48.8,15.3,47.6,69.81818181818181,1
950,Andrés Nocioni,/players/n/nocioan01.html,2005,2012,F,7,201,102,1979-11-30,0,0,0,0,514,10.5,4.5,1.2,43.1,37.3,79.9,49.7,12.9,21.8,73.42857142857143,1
951,Ken Norman,/players/n/normake01.html,1988,1997,F,9,203,97,1964-09-05,0,0,0,0,646,13.5,6.1,2.1,48.6,31.2,56.7,50.1,14.5,27.1,71.77777777777777,1
952,Moochie Norris,/players/n/norrimo01.html,1997,2006,G,9,185,79,1973-07-27,0,0,0,0,445,5.1,2.0,2.8,40.1,28.6,74.0,43.0,13.0,10.0,49.44444444444444,0
955,Mel Nowell,/players/n/nowelme01.html,1963,1968,G,5,188,77,1939-12-27,0,0,0,0,115,8.4,2.3,2.1,39.8,28.1,80.3,40.3,11.6,2.6,23.0,0
956,Mike O'Koren,/players/o/okoremi01.html,1981,1988,FG,7,201,93,1958-02-07,0,0,0,0,407,8.2,3.4,2.1,49.0,27.1,65.1,49.5,12.1,14.6,58.142857142857146,0
957,Jermaine O'Neal,/players/o/onealje01.html,1997,2014,FC,17,211,102,1978-10-13,6,3,0,0,1011,13.2,7.2,1.4,46.7,14.7,71.5,46.7,17.9,66.0,59.470588235294116,0
958,Shaquille O'Neal,/players/o/onealsh01.html,1993,2011,C,18,216,147,1972-03-06,15,14,3,Hall of Fame,1207,23.7,10.9,2.5,58.2,4.5,52.7,58.2,26.4,181.7,67.05555555555556,1
959,Dan O'Sullivan,/players/o/osullda01.html,1991,1996,C,5,208,113,1968-03-03,0,0,0,0,45,1.8,1.4,0.2,39.7,0.0,74.3,39.7,8.3,0.3,9.0,0
960,Charles Oakley,/players/o/oaklech01.html,1986,2004,FC,18,203,102,1963-12-18,1,0,2,0,1282,9.7,9.5,2.5,47.1,25.3,76.1,47.4,13.4,89.7,71.22222222222223,1
961,Fabricio Oberto,/players/o/obertfa01.html,2006,2011,CF,5,208,111,1975-03-21,0,0,0,0,336,3.2,3.5,0.9,57.6,0.0,61.7,57.6,11.2,13.6,67.2,1
962,Greg Oden,/players/o/odengr01.html,2009,2014,C,5,213,113,1988-01-22,0,0,0,0,105,8.0,6.2,0.5,57.4,-,65.8,57.4,18.7,7.3,21.0,0
963,Lamar Odom,/players/o/odomla01.html,2000,2013,F,13,208,99,1979-11-06,0,0,0,0,961,13.3,8.4,3.7,46.3,31.2,69.3,49.5,16.5,77.0,73.92307692307692,1
965,Mehmet Okur,/players/o/okurme01.html,2003,2012,CF,9,211,112,1979-05-26,1,0,0,0,634,13.5,7.0,1.7,45.8,37.5,79.7,50.3,17.1,54.7,70.44444444444444,1
966,Hakeem Olajuwon,/players/o/olajuha01.html,1985,2002,C,17,213,115,1963-01-21,12,12,9,Hall of Fame,1238,21.8,11.1,2.5,51.2,20.2,71.2,51.3,23.6,162.8,72.82352941176471,1
967,Mark Olberding,/players/o/olberma01.html,1976,1987,F,11,203,102,1956-04-21,0,0,0,0,946,9.5,5.3,2.5,49.2,12.2,80.8,49.2,12.6,48.0,86.0,1
968,Jawann Oldham,/players/o/oldhaja01.html,1981,1991,C,10,213,97,1957-07-04,0,0,0,0,329,4.4,4.1,0.5,47.9,0.0,60.7,47.9,10.7,4.3,32.9,0
969,Brian Oliver,/players/o/olivebr01.html,1991,1998,G,7,193,95,1968-06-01,0,0,0,0,118,3.3,1.0,1.0,38.8,22.7,70.5,39.4,8.1,-0.5,16.857142857142858,0
970,Jimmy Oliver,/players/o/oliveji01.html,1992,1999,GF,7,196,92,1969-07-12,0,0,0,0,78,4.2,1.0,0.7,40.7,34.0,77.2,43.2,9.9,0.3,11.142857142857142,0
971,Kevin Ollie,/players/o/ollieke01.html,1998,2010,G,12,193,88,1972-12-27,0,0,0,0,662,3.8,1.5,2.3,41.0,31.0,79.2,41.2,10.9,14.5,55.166666666666664,0
972,Michael Olowokandi,/players/o/olowomi01.html,1999,2007,C,8,213,122,1975-04-03,0,0,0,0,500,8.3,6.8,0.7,43.5,-,59.7,43.5,10.7,2.5,62.5,1
973,Bud Olsen,/players/o/olsenbu01.html,1963,1970,FC,7,203,99,1940-07-25,0,0,0,0,453,4.3,3.3,1.2,43.3,25.0,52.9,43.3,10.9,6.2,64.71428571428571,1
974,Louis Orr,/players/o/orrlo01.html,1981,1988,F,7,203,79,1958-05-07,0,0,0,0,569,9.7,3.7,1.5,46.8,8.3,78.7,46.8,13.4,25.7,81.28571428571429,1
975,Greg Ostertag,/players/o/ostergr01.html,1996,2006,C,10,218,127,1973-03-06,0,0,0,0,756,4.6,5.5,0.6,48.6,10.0,56.9,48.6,13.1,33.8,75.6,1
976,Bo Outlaw,/players/o/outlabo01.html,1994,2008,F,14,203,95,1971-04-13,0,0,0,0,914,5.4,4.9,1.6,56.7,7.9,52.1,56.8,14.2,50.8,65.28571428571429,1
977,Travis Outlaw,/players/o/outlatr01.html,2004,2014,F,10,206,95,1984-09-18,0,0,0,0,622,8.5,3.2,0.8,42.3,33.7,74.4,46.0,13.1,16.5,62.2,1
978,Doug Overton,/players/o/overtdo01.html,1993,2004,G,11,190,86,1969-08-03,0,0,0,0,499,4.5,1.3,2.1,41.2,31.9,81.6,43.8,10.0,2.5,45.36363636363637,0
979,Billy Owens,/players/o/owensbi01.html,1992,2001,FG,9,203,99,1969-05-01,0,0,0,0,600,11.7,6.7,2.8,48.1,29.1,62.9,48.8,14.4,28.6,66.66666666666667,1
980,Tom Owens,/players/o/owensto01.html,1972,1983,CF,11,208,97,1949-06-28,0,0,0,0,877,11.3,6.8,1.7,51.3,21.7,74.3,51.4,16.7,61.5,79.72727272727273,1
981,Robert Pack,/players/p/packro01.html,1992,2004,G,12,188,81,1969-02-03,0,0,0,0,552,8.9,2.0,4.6,42.5,29.2,78.7,43.9,15.0,14.4,46.0,0
982,Scott Padgett,/players/p/padgesc01.html,2000,2007,F,7,206,108,1976-04-19,0,0,0,0,448,4.2,2.7,0.7,41.0,37.3,73.6,48.2,12.9,13.2,64.0,1
983,Milt Palacio,/players/p/palacmi01.html,2000,2006,G,6,190,88,1978-02-07,0,0,0,0,470,4.8,1.8,2.5,41.9,23.5,71.9,42.9,9.9,3.9,78.33333333333333,1
985,Jannero Pargo,/players/p/pargoja01.html,2003,2015,G,12,185,79,1979-10-22,0,0,0,0,499,6.4,1.4,2.0,39.1,35.6,86.4,45.5,11.8,4.9,41.583333333333336,0
986,Robert Parish,/players/p/parisro01.html,1977,1997,C,20,216,104,1953-08-30,9,2,0,Hall of Fame,1611,14.5,9.1,1.4,53.7,0.0,72.1,53.7,19.2,147.0,80.55,1
987,Anthony Parker,/players/p/parkean01.html,1998,2012,G,14,198,97,1975-06-19,0,0,0,0,494,9.1,3.2,2.3,44.4,40.4,79.4,52.3,12.2,24.5,35.285714285714285,0
988,Smush Parker,/players/p/parkesm01.html,2003,2008,G,5,193,86,1981-06-01,0,0,0,0,274,9.0,2.4,2.9,42.6,34.5,70.8,49.4,11.7,7.4,54.8,0
989,Sonny Parker,/players/p/parkeso01.html,1977,1982,FG,5,198,90,1955-03-22,0,0,0,0,452,9.9,4.1,2.1,50.1,0.0,75.5,50.1,15.6,26.9,90.4,1
990,Cherokee Parks,/players/p/parksch02.html,1996,2004,CF,8,211,106,1972-10-11,0,0,0,0,472,4.4,3.6,0.6,47.0,21.1,63.0,47.2,12.0,11.8,59.0,0
991,Ruben Patterson,/players/p/patteru01.html,1999,2008,F,9,196,101,1975-07-31,0,0,0,0,649,10.7,4.2,1.8,51.7,17.9,64.1,52.0,17.1,35.1,72.11111111111111,1
992,Billy Paultz,/players/p/paultbi01.html,1971,1985,CF,14,211,106,1948-07-30,3,0,0,0,1124,11.7,8.0,2.0,49.7,0.0,69.0,49.7,16.3,70.4,80.28571428571429,1
993,Sasha Pavlović,/players/p/pavloal01.html,2004,2013,GF,9,203,99,1983-11-15,0,0,0,0,567,4.9,1.8,0.9,40.4,34.6,67.3,46.2,8.3,7.0,63.0,1
994,Jim Paxson,/players/p/paxsoji02.html,1980,1990,GF,10,198,90,1957-07-09,2,0,0,0,784,14.3,2.0,2.9,49.8,22.5,80.7,50.3,16.1,53.7,78.4,1
995,John Paxson,/players/p/paxsojo01.html,1984,1994,G,10,188,83,1960-09-29,0,0,0,0,772,7.2,1.2,3.6,49.9,35.5,80.4,52.8,12.0,36.3,77.2,1
996,Gary Payton,/players/p/paytoga01.html,1991,2007,G,16,193,81,1968-07-23,9,9,9,Hall of Fame,1335,16.3,3.9,6.7,46.6,31.7,72.9,49.6,18.9,145.5,83.4375,1
997,Anthony Peeler,/players/p/peelean01.html,1993,2005,G,12,193,94,1969-11-25,0,0,0,0,827,9.7,2.6,2.4,42.7,38.4,79.9,49.2,12.9,30.7,68.91666666666667,1
